DateTime,Tweet Id,Tweet,Username,Location,content_indo
2020-01-06 02:39:44+00:00,1.2140136505681265e+18,"Ridwan Kamil Salurkan Bantuan Dana Bencana kepada Kabupaten Bekasi dan Karawang
.
KARAWANG - Gubernur Jawa Barat Ridwan Kamil didampingi Ketua Umum Jabar Bergerak Atalia Praratya menyerahkan bantuan dana bencanaâ¦ https://t.co/KUYdxNUe8Q",goodnewsbdg,"Bandung, West Java, Indonesia",ridwan kamil salur bantu dana bencana kabupaten bekas karawang karawang gubernur jawa barat ridwan kamil damping ketua jabar gerak atalia praratya serah bantu dana bencana
2020-03-05 13:27:11+00:00,1.2355574731440415e+18,"RTQrJabar: Repos dari ridwankamil Pusat Informasi dan Koordinasi Covid-19 Jawa Barat menjadi model unit kerja merespon isu ini dan menjadi cover halaman utama harian Kompas.

Protokol terkait penanganan virus covid-19 iniâ¦ https://t.co/sOLT44Nuv5",Pasjabar1,,rtqrjabar repos ridwan kamil pusat informasi koordinasi covid jawa barat model unit kerja isu cover halaman utama kompas protokol kait tangan virus covid
2022-12-10 10:37:31+00:00,1.601526519142441e+18,"@kusnida_iman @keduitan @AkuAtikaFaya @ridwankamil Emang apa yang dibalikkan sih? Apa yang salah menyamarkan hal buruk dengan suatu sebutan? 
Coba jelasin dengan logika yang runut. Supaya kita ngerti salahnya Ridwan Kamil dimana",pilateliz,,sih salah samar buruk coba logika runut erti salah ridwan kamil
2022-06-12 09:34:00+00:00,1.535918328157352e+18,"@ridwankamil Mugi sing ditampi iman islam na, amal sae na, husnul khotimah ðð
Doa pidoa ngalir kanggo alm Eril",EvvaDwiie,Cisarua - Bogor,moga sing tampi iman islam na amal sae na husnul khotimah doa pidoa alir almarhum eril
2022-05-31 02:56:09+00:00,1.5314695519923364e+18,"@ridwankamil Astungkara akan segera ditemukan dalam keadaan sehat walafiat, salam dari Bali Kang @ridwankamil . Kami akan selalu mendoakan yang terbaik",putuaji_aji,,astungkara temu sehat walafiat salam bal kang doa
2022-12-12 08:50:07+00:00,1.6022242669922386e+18,@KaredokLeunca__ @tvOneNews @KompasTV @Metro_TV @OfficialiNewsTV @jokowi @mohmahfudmd @ridwankamil Mau di ganti lambang kadal gurun kali Mak..ð¤­ð¤­ð¤­ masa nggak peka..nggak punya mata apa nggak punya niat...dimana rasa kebangsaannya...Pemkot Bandung.ððð,cecepsuherman72,"Jakarta Selatan, DKI Jakarta",ganti lambang kadal gurun kali mak peka mata niat bangsa perintah kota bandung
2019-02-23 08:29:23+00:00,1.0992246911205622e+18,"@ridwankamil Bangun terus pak Jawa barat....
Jngn kebanyakan ikut kampanye pilpres,suara mereka g akan ngaruh siapapun yg mengarahkannya....
Pilpres berbeda dengan pilkada",sayur_kang,,bangun jawa barat kampanye pilih presiden suara pengaruh arah pilih presiden beda pilih kepala daerah
2019-04-09 10:10:01+00:00,1.1155574708715151e+18,@abu_cebong @pak_jenggot_02 @ridwankamil si FB udah banyak yg comment pak mau minjam Gubernur Indonesia ke Jawa Barat.,hilfarabi,,sih facebook komen pinjam gubernur indonesia jawa barat
2022-11-16 07:49:30+00:00,1.5927869254670868e+18,"@baiqmarfuatun22 @BangImam @ridwankamil Komite sekolah biang pungli....tiap tahun ada ajalah tarikan bikin ini,bangun itu....",budiono8520,,komite sekolah biang pungut liar tari bikin bangun
2020-05-17 05:02:58+00:00,1.261884893836931e+18,"@sinyaktafar @ganjarpranowo @provjateng @ridwankamil @KhofifahIP 17 jam gak ada yg like dan komen,jadi bapak ini memang gak punya kawan @wiratmadinata98 @atjeh01 @AbahAbhenk2 @chekmunk @Kautsar03 Ayo bantu kasi komen suka suka aja",NandoIskandar3,"Kota Banda Aceh, Nangro Aceh D",jam like komen kawan ayo bantu kasih komen suka suka
2018-09-15 08:24:33+00:00,1.0408790283437344e+18,@ridwankamil Kang emil josss.  Biarkan yang lain kering urat leher mereka.  Yang penting sruputan kopi lebih endessss.  Hehehehe.....,alexagrenata75,,kang emil josss biar kering urat leher sruputan kopi endessss hehe
2022-12-14 12:32:09+00:00,1.6030049169431716e+18,@Adriana4688 @pengarang_sajak @ridwankamil semacam lempar ttg jwb trus dr walikota ke gubernur ke gubernur sebelumnya.yg jelas udah mau dieksekusi dgn tdk mempertimbangkan kemaslahatan pendidikan. Sebutin aja sekalian csr drmana dan pihak swasta mana yg ngotot pengen py kepentingan di proyek ini,Kia76420508,,lempar wali kota gubernur gubernur eksekusi timbang maslahat didik csr drmana swasta otot py proyek
2019-02-19 06:42:46+00:00,1.097748309941207e+18,"@pointer_ID @MbahUyok @Ndon08Back @RajaPurwa @ronavioleta @putrabanten80 @CakKhum @jansen_jsp @mpuanon @FerdinandHaean_ Kang @ridwankamil mana bisa gak sejalan dengan bobotoh yg sebagian besar warga JaBar..warganya pengennya Ganti presiden, pemimpinnya malah dukung pertahanan...katanya untuk rakyat..",nothur22,"Jakarta Barat, DKI Jakarta",kang jalan bobotoh warga jabar warga ganti presiden pimpin dukung tahan rakyat
2022-02-02 09:22:40+00:00,1.4888050534862395e+18,"@iwanfals RK sosok cerdas, pintar, ramah, empati, humanis, tidak angkuh, kreatif, keturunan pendidik dan kiyai, performance nya keren, ga maluin kalo berdampingan dg kepala negara di dunia, Poko ke kang Emil Indonesia banget... Keren",NormanPplhi,,rk sosok cerdas pintar ramah empati humanis angkuh kreatif turun didik kiyai performance nya keren malu damping kepala negara dunia pokok kang emil indonesia banget keren
2018-06-27 03:54:06+00:00,1.011819937940136e+18,"@SylvaMayasari @industralala @HeraLoebs @zarazettirazr @a_wahyuwijaya @TopeRendusara @Kecap33 @panca66 @Reiza_Patters @YanHarahap @m_natsirdmokrat @Airlangga_4G @olegunnnn @ridwankamil @_adityaiskandar Pertama waktu sbg Walikota tdk sampai 5 thn, kedua kaya miskin lebih utama urusan Presiden yg punya APBN, ketiga sebelumnya lebih senjang lagi, Kota terbangun menumbuhkan ekonomi",Irwan_Aja7,Jakarta-Indonesia,wali kota kayak miskin utama urus presiden anggar belanja negara senjang kota bangun tumbuh ekonomi
2022-06-12 14:17:17+00:00,1.535989620235653e+18,"@ridwankamil semerbak wangi layaknya kasturi
semerbak harum setelah gugur
kebaikan yang Tak pernah engkau sombongkan
langit Dan bumi beserta isinya menunjukan
betapa mulia nya hatimu
Dan berkah Umur yang engkau miliki
innalillahi wainna ilaihi roji'un
#emmeril Khan mumtazd",DewiMas56517367,,semerbak wangi layak kasturi semerbak harum gugur engkau sombong langit bumi isi betapa mulia nya hati berkah umur engkau milik innalillahi ilaihi roji uji nasional mumtazd
2018-11-15 04:28:54+00:00,1.0629253857745224e+18,@toleselo @GedungSate @ridwankamil wahhh.. iya yaaaa.. mega mendung biru sebiru langiiit.. kamu kok perhatian sekali sih om @toleselo ð,mamarayi,,iya ya mega mendung biru biru langiiit perhati sih om
2022-11-22 05:00:53+00:00,1.594918821248254e+18,"Ikut saat Pemakaman Anak Korban Gempa Cianjur, Ridwan Kamil: Allah Sudah MemanggilÂ Almarhumah https://t.co/mogNgmtU1g",pantau24jam,,makam anak korban gempa cianjur ridwan kamil allah panggil almarhumah
2022-05-27 09:06:32+00:00,1.5301132105687818e+18,"Sudah sertipikat SHM nih,  3 Bedroom lantai 7  di Apartemen Bassura City tower Dahlia. Unit hoek ini dilepas cuma 675 juta saja. DM or WA 0818779192 boleh ya.

Swiss Liverpool Eril Real Madrid Ridwan Kamil Rest In Peace https://t.co/eBfoewYzHx",KangICAL,JAKARTA,sertipikat sertifikat hak milik nih bedroom lantai apartemen bassura city tower dahlia unit hoek lepas juta direct message orang wa ya swiss liverpool eril real madrid ridwan kamil rest in peace
2018-09-11 04:29:34+00:00,1.0393703420519384e+18,"@heyimtebe @ridwankamil @gamalinesquare Karna keluarganya disini semua mungkin. Udah biasa disini. 
Gw malah pengeeeeennnn bgt tinggal di luar kota. Tp msh kota besar ya. Kalo ga Bandung, Bali gitu misalnya ð
AAMIIN YA ALLAH",m_bLong,,keluarga gue pengeeeeennnn banget tinggal kota kota ya bandung bal amin ya allah
2020-03-31 13:18:54+00:00,1.2449774737642086e+18,"@ANDINI_MAHARAN1 @fahiraidris CC in ke @ridwankamil dengan kekuatan nya mau potong gaji ASN di Jawa barat. Gaji 3jutaan mau dipotong. Padahal gaji doi lebih gede, blm tentu dipotong",BatitaRonin,,cc in kuat nya potong gaji aparatur sipil negara jawa barat gaji juta potong gaji gede potong
